index,status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
2406,ok,20,private,48,40,married,no,fixed,75,144.0,7000.0,0.0,500,980
2407,ok,38,rent,12,66,married,no,fixed,79,340.0,0.0,0.0,700,1568
2408,ok,26,rent,60,50,married,no,fixed,85,250.0,0.0,0.0,1000,1297
2409,ok,3,owner,12,30,married,no,fixed,60,296.0,4500.0,2000.0,200,1338
2410,default,5,parents,48,24,single,no,parttime,35,139.0,2000.0,0.0,1000,1492
2411,ok,12,owner,60,28,married,yes,fixed,75,110.0,3500.0,1394.0,900,1082
2412,default,1,parents,24,23,single,no,parttime,35,70.0,0.0,0.0,500,640
2413,ok,4,owner,60,41,married,no,fixed,45,87.0,6500.0,0.0,1100,1670
2414,default,13,private,60,38,married,no,fixed,90,108.0,1500.0,30.0,1400,1410
2415,ok,1,parents,36,21,married,no,fixed,45,90.0,2000.0,0.0,1200,1350
2416,ok,5,parents,60,21,single,no,fixed,45,56.0,0.0,0.0,1400,2067
2417,ok,10,rent,36,46,married,no,fixed,114,235.0,0.0,0.0,500,1531
2418,default,1,parents,60,36,married,no,parttime,60,60.0,0.0,0.0,1400,1612
2419,ok,3,rent,36,20,single,no,parttime,58,225.0,0.0,0.0,1500,2050
2420,default,5,rent,60,40,married,yes,freelance,54,89.0,0.0,0.0,1200,1457
2421,default,2,private,36,32,married,no,fixed,75,80.0,2500.0,0.0,1300,1813
2422,default,19,rent,60,37,separated,yes,fixed,41,63.0,0.0,0.0,2700,2957
2423,ok,1,owner,60,52,married,no,fixed,60,250.0,3000.0,0.0,1550,1850
2424,ok,5,private,24,32,separated,no,freelance,35,143.0,8000.0,0.0,600,1350
2425,ok,7,rent,60,30,married,no,fixed,42,73.0,0.0,0.0,950,1169
2426,ok,25,rent,60,48,married,no,fixed,103,126.0,3500.0,0.0,1450,1575
2427,ok,11,owner,36,32,married,no,fixed,60,101.0,12000.0,2400.0,965,1265
2428,default,27,owner,60,58,married,no,freelance,60,60.0,15000.0,0.0,1450,1657
2429,ok,19,owner,60,56,married,no,fixed,45,169.0,7000.0,0.0,1400,1714
2430,default,2,rent,48,48,married,yes,others,109,193.0,0.0,0.0,1140,1143
2431,ok,5,rent,24,41,separated,no,fixed,44,90.0,0.0,0.0,550,1319
2432,ok,10,parents,24,40,married,no,parttime,60,116.0,2000.0,0.0,480,620
2433,default,1,parents,48,21,single,no,parttime,35,60.0,0.0,0.0,1350,1601
2434,ok,6,parents,48,24,single,no,fixed,35,107.0,6500.0,1172.0,1000,1200
2435,ok,22,owner,18,57,married,yes,fixed,45,150.0,6000.0,0.0,500,1727
2436,default,0,rent,48,54,married,no,freelance,135,0.0,0.0,0.0,2000,2476
2437,default,6,parents,36,31,single,yes,freelance,35,319.0,0.0,0.0,1200,1730
2438,ok,3,other,36,40,married,no,fixed,60,90.0,,0.0,400,1661
2439,ok,2,owner,12,32,married,no,freelance,45,122.0,5000.0,500.0,350,625
2440,ok,1,parents,60,30,married,no,freelance,60,93.0,0.0,0.0,1600,1647
2441,ok,18,owner,36,42,married,no,fixed,75,121.0,2000.0,150.0,900,1633
2442,ok,2,parents,24,23,single,no,parttime,35,93.0,2500.0,0.0,230,670
2443,ok,17,rent,48,36,married,no,fixed,61,162.0,0.0,0.0,1000,1641
2444,default,0,rent,48,42,married,no,parttime,75,0.0,0.0,0.0,1300,1400
2445,ok,2,parents,36,24,married,yes,freelance,45,0.0,0.0,0.0,1000,2223
2446,ok,9,owner,60,53,married,no,freelance,60,51.0,8000.0,3000.0,1450,1970
2447,ok,11,rent,60,29,married,no,fixed,74,135.0,0.0,0.0,1000,1097
2448,default,3,owner,48,53,married,no,others,75,60.0,,,1500,1637
2449,ok,2,parents,60,23,single,no,fixed,35,106.0,0.0,0.0,820,1097
2450,ok,32,parents,42,53,married,no,freelance,60,160.0,0.0,0.0,200,829
2451,default,8,parents,60,28,single,yes,fixed,35,76.0,0.0,0.0,1300,1550
2452,default,1,owner,60,40,married,no,fixed,45,0.0,3000.0,180.0,1700,1777
2453,ok,24,other,60,40,married,no,fixed,45,115.0,0.0,0.0,1250,1461
2454,default,1,parents,30,23,single,no,freelance,35,60.0,0.0,0.0,800,1452
2455,ok,15,rent,48,55,widow,no,fixed,62,173.0,0.0,0.0,1100,1467
2456,ok,24,owner,48,48,married,no,fixed,75,90.0,3000.0,0.0,400,975
2457,default,5,rent,36,48,married,no,freelance,97,365.0,0.0,0.0,1300,1736
2458,default,1,other,36,44,married,yes,fixed,60,154.0,2500.0,0.0,2000,2500
2459,default,0,parents,36,29,separated,no,freelance,35,0.0,0.0,0.0,650,975
2460,default,4,rent,60,46,married,no,freelance,70,100.0,0.0,0.0,2400,2500
2461,ok,0,parents,36,23,single,no,fixed,35,70.0,0.0,0.0,900,1210
2462,ok,2,other,48,29,single,no,fixed,35,75.0,0.0,0.0,650,824
2463,ok,25,owner,60,63,married,yes,freelance,60,60.0,47500.0,3360.0,1000,1162
2464,ok,17,rent,24,40,married,yes,fixed,58,128.0,0.0,0.0,700,982
2465,ok,14,parents,48,37,married,yes,fixed,60,120.0,0.0,0.0,1000,1189
2466,default,0,other,60,23,single,no,fixed,35,0.0,0.0,0.0,700,969
2467,ok,15,owner,36,49,married,no,fixed,75,113.0,8000.0,0.0,1050,1055
2468,default,16,rent,60,40,married,no,freelance,82,71.0,0.0,0.0,2000,2250
2469,ok,16,owner,36,40,married,yes,fixed,90,120.0,6000.0,0.0,900,1150
2470,ok,1,parents,36,23,single,no,fixed,35,55.0,5000.0,0.0,775,925
2471,ok,15,owner,36,42,single,no,fixed,35,90.0,5000.0,3000.0,1000,1243
2472,ok,5,owner,60,35,married,no,freelance,45,0.0,,0.0,700,768
2473,ok,5,rent,48,28,married,yes,fixed,60,154.0,3000.0,0.0,825,1661
2474,default,0,owner,48,39,married,no,freelance,60,16.0,3000.0,0.0,850,1053
2475,ok,1,owner,36,36,married,no,freelance,75,416.0,8000.0,0.0,3875,5175
2476,ok,13,parents,48,28,married,no,fixed,90,105.0,0.0,0.0,1200,1590
2477,ok,10,rent,36,38,married,no,fixed,66,210.0,0.0,0.0,500,1171
2478,ok,2,owner,60,33,married,no,fixed,35,146.0,8000.0,2000.0,1000,1844
2479,ok,2,parents,60,30,separated,no,freelance,35,150.0,0.0,0.0,1500,1671
2480,default,0,owner,36,36,married,no,others,45,105.0,5000.0,3000.0,1000,1620
2481,ok,13,owner,60,28,married,no,fixed,45,148.0,3500.0,144.0,1350,1496
2482,ok,0,private,48,56,married,no,others,35,84.0,4500.0,50.0,700,940
2483,ok,8,rent,48,39,married,no,freelance,66,60.0,0.0,0.0,700,1580
2484,ok,4,owner,36,54,married,no,freelance,35,80.0,25000.0,0.0,1400,1490
2485,ok,15,parents,60,35,single,no,fixed,45,226.0,6000.0,2200.0,1350,1609
2486,ok,1,owner,48,29,married,no,fixed,45,130.0,4000.0,0.0,1000,1777
2487,default,20,rent,60,47,married,no,fixed,85,100.0,8000.0,0.0,1250,1250
2488,ok,2,owner,60,35,married,no,others,60,175.0,2500.0,0.0,1250,1412
2489,default,0,other,60,32,single,no,parttime,35,0.0,0.0,0.0,600,1690
2490,ok,0,rent,60,35,single,no,fixed,51,163.0,0.0,0.0,1000,1353
2491,ok,15,other,36,30,married,no,fixed,45,131.0,0.0,0.0,250,1341
2492,ok,24,owner,48,39,married,no,fixed,75,125.0,6000.0,200.0,1000,1409
2493,ok,15,owner,48,57,married,no,freelance,35,212.0,65000.0,0.0,1300,1852
2494,default,1,rent,24,32,single,no,freelance,35,0.0,0.0,0.0,290,490
2495,ok,17,rent,30,45,married,no,fixed,55,104.0,0.0,0.0,550,575
2496,default,1,rent,24,24,single,no,parttime,42,65.0,0.0,0.0,750,1192
2497,default,2,parents,60,23,single,yes,parttime,35,75.0,0.0,0.0,1100,1139
2498,ok,0,parents,60,24,single,no,fixed,35,126.0,1500.0,0.0,900,1092
2499,ok,0,parents,18,20,married,no,fixed,35,91.0,0.0,0.0,600,750
2500,ok,14,rent,36,49,married,no,fixed,70,103.0,0.0,0.0,500,1017
2501,ok,2,parents,60,24,single,no,fixed,35,100.0,0.0,0.0,1600,1601
2502,ok,7,rent,60,40,married,yes,freelance,76,164.0,3000.0,0.0,800,1032
2503,ok,6,owner,60,31,married,no,fixed,45,131.0,4000.0,1600.0,600,1661
2504,ok,2,other,18,25,married,yes,freelance,60,0.0,0.0,0.0,850,1400
2505,ok,0,other,48,39,married,no,fixed,60,85.0,0.0,0.0,1450,1594
2506,default,2,private,60,22,married,no,parttime,35,60.0,2800.0,0.0,1300,1422
2507,default,0,owner,36,30,separated,no,freelance,60,48.0,7000.0,0.0,300,365
2508,ok,0,parents,60,21,single,no,parttime,45,312.0,10000.0,0.0,1033,1175
2509,ok,0,parents,24,22,single,no,parttime,35,80.0,0.0,0.0,650,1356
2510,default,0,rent,18,28,married,yes,fixed,68,83.0,0.0,0.0,200,300
2511,ok,8,owner,24,32,married,no,fixed,60,77.0,4000.0,0.0,350,865
2512,ok,2,parents,24,23,single,no,freelance,35,63.0,20000.0,0.0,600,2143
2513,ok,0,parents,24,36,married,no,others,90,31.0,0.0,0.0,625,725
2514,default,2,rent,60,20,single,no,fixed,46,108.0,0.0,0.0,1200,1300
2515,ok,4,owner,60,25,married,no,fixed,45,68.0,4500.0,1379.0,725,1460
2516,ok,5,parents,30,24,married,no,fixed,35,120.0,0.0,0.0,700,1804
2517,ok,8,owner,36,35,married,yes,fixed,45,213.0,6000.0,0.0,1700,2450
2518,ok,10,parents,48,58,married,no,others,35,450.0,2500.0,0.0,1200,1505
2519,ok,5,owner,60,32,married,no,fixed,45,145.0,13000.0,0.0,1500,1850
2520,default,15,owner,36,56,married,yes,freelance,35,90.0,16000.0,0.0,800,1300
2521,ok,2,rent,60,53,widow,no,fixed,46,114.0,0.0,0.0,1050,1348
2522,ok,2,parents,60,26,single,no,fixed,35,104.0,10000.0,0.0,1400,1490
2523,ok,20,owner,60,40,married,no,fixed,45,240.0,8000.0,0.0,900,950
2524,ok,1,owner,36,48,married,no,others,45,45.0,32000.0,0.0,1500,2700
2525,ok,10,parents,60,28,single,no,fixed,35,70.0,3500.0,0.0,1300,1743
2526,ok,0,owner,60,34,married,no,fixed,60,85.0,4000.0,0.0,1100,1628
2527,ok,11,owner,60,28,married,no,fixed,35,82.0,1500.0,0.0,1090,1491
2528,default,2,rent,24,30,married,no,parttime,53,80.0,0.0,0.0,500,975
2529,default,20,owner,48,47,married,no,freelance,45,66.0,,0.0,1200,1668
2530,default,0,private,60,43,married,no,parttime,90,82.0,4000.0,0.0,600,790
2531,ok,3,owner,60,41,married,no,fixed,75,99.0,16000.0,500.0,1000,3300
2532,ok,28,owner,48,54,married,no,freelance,75,46.0,15000.0,0.0,900,1300
2533,ok,23,other,54,38,separated,no,fixed,60,178.0,0.0,0.0,740,989
2534,ok,4,rent,60,30,married,no,fixed,60,147.0,5500.0,2000.0,1700,1719
2535,ok,11,owner,48,41,married,yes,freelance,45,280.0,4000.0,1300.0,1000,1350
2536,ok,12,owner,60,45,married,no,freelance,35,75.0,4000.0,0.0,1000,1100
2537,ok,6,owner,6,29,married,no,fixed,45,190.0,5000.0,0.0,200,2179
2538,default,0,owner,6,33,single,yes,parttime,45,240.0,4500.0,0.0,675,1146
2539,ok,1,parents,48,25,single,no,freelance,35,280.0,6000.0,0.0,1100,1650
2540,default,8,other,60,41,married,no,freelance,45,62.0,0.0,0.0,1800,2101
2541,ok,12,owner,48,35,married,no,fixed,60,90.0,4500.0,0.0,900,1097
2542,ok,17,parents,36,33,separated,yes,fixed,35,96.0,0.0,0.0,475,475
2543,ok,17,rent,60,44,married,no,fixed,51,159.0,0.0,0.0,1100,1668
2544,ok,1,owner,48,42,married,no,fixed,75,155.0,8000.0,0.0,600,1680
2545,ok,19,rent,60,42,single,no,fixed,43,78.0,0.0,0.0,730,1070
2546,default,0,rent,24,42,married,yes,fixed,103,283.0,0.0,0.0,1897,2517
2547,ok,10,owner,54,41,married,no,fixed,45,130.0,4500.0,0.0,1700,1957
2548,ok,16,other,42,49,married,yes,fixed,45,80.0,0.0,0.0,700,950
2549,ok,0,rent,36,42,single,yes,parttime,48,129.0,0.0,0.0,525,525
2550,ok,5,owner,60,49,married,no,fixed,35,122.0,5000.0,0.0,1500,1740
2551,ok,10,owner,30,32,married,no,freelance,60,65.0,3000.0,0.0,600,1200
2552,ok,7,parents,36,24,single,no,fixed,35,127.0,0.0,0.0,300,2612
2553,ok,3,other,48,28,married,no,fixed,35,125.0,1500.0,0.0,1500,1689
2554,ok,0,owner,36,42,married,no,freelance,60,260.0,3000.0,250.0,1100,1288
2555,ok,10,rent,60,42,married,no,fixed,76,158.0,5000.0,0.0,1000,1000
2556,ok,32,owner,36,49,married,no,fixed,75,163.0,4000.0,0.0,400,700
2557,default,14,owner,48,29,married,no,fixed,75,131.0,4000.0,0.0,980,2981
2558,ok,20,rent,60,38,married,no,fixed,74,140.0,0.0,0.0,1500,1600
2559,ok,26,owner,60,41,married,no,fixed,45,132.0,0.0,0.0,1100,1472
2560,ok,10,private,60,46,married,no,fixed,75,66.0,5500.0,1700.0,1250,1525
2561,ok,6,owner,60,33,married,no,parttime,60,140.0,6000.0,0.0,1150,1715
2562,ok,2,owner,60,23,single,no,fixed,35,150.0,3000.0,0.0,2000,4904
2563,ok,24,owner,48,39,married,no,fixed,75,110.0,3000.0,0.0,1150,1379
2564,default,2,private,48,27,married,no,others,75,59.0,2500.0,2200.0,1200,1530
2565,ok,3,private,36,37,married,no,freelance,45,0.0,4500.0,0.0,900,1596
2566,ok,1,parents,48,23,single,no,fixed,35,139.0,0.0,0.0,650,650
2567,ok,2,parents,36,22,single,no,parttime,35,100.0,25000.0,0.0,1400,1850
2568,ok,16,rent,60,35,single,no,fixed,49,135.0,0.0,0.0,1300,1310
2569,ok,5,owner,48,46,married,no,fixed,90,137.0,2000.0,0.0,1100,1487
2570,ok,1,rent,60,40,married,no,fixed,57,120.0,0.0,0.0,1500,1737
2571,ok,0,rent,48,52,married,no,freelance,35,0.0,5000.0,0.0,800,1794
2572,ok,7,owner,36,41,married,no,fixed,75,87.0,4500.0,0.0,2000,2104
2573,ok,23,rent,48,57,single,yes,fixed,49,142.0,0.0,0.0,1300,1450
2574,ok,2,parents,60,35,single,no,others,35,65.0,0.0,0.0,1100,1324
2575,ok,10,owner,6,46,married,no,freelance,45,464.0,10000.0,0.0,1100,2235
2576,default,5,rent,60,42,married,yes,freelance,113,83.0,0.0,0.0,1530,1530
2577,default,0,other,60,38,married,yes,fixed,45,0.0,0.0,0.0,1500,1700
2578,ok,0,owner,48,25,single,no,fixed,35,126.0,2800.0,0.0,1170,1372
2579,default,0,parents,24,20,single,no,parttime,35,66.0,0.0,0.0,550,550
2580,ok,2,rent,48,24,single,no,fixed,44,90.0,0.0,0.0,1200,1450
2581,ok,10,other,60,57,married,no,fixed,60,84.0,9000.0,0.0,1400,1423
2582,ok,4,other,60,37,married,yes,freelance,60,61.0,0.0,0.0,1420,1450
2583,ok,4,parents,60,27,married,no,freelance,35,0.0,0.0,0.0,1050,1214
2584,default,2,owner,60,31,married,no,fixed,45,55.0,4000.0,800.0,700,1250
2585,ok,43,other,24,60,married,no,fixed,60,185.0,0.0,0.0,319,1669
2586,ok,8,parents,48,34,single,no,fixed,35,85.0,0.0,0.0,1000,1383
2587,ok,9,owner,48,26,married,no,fixed,35,101.0,5000.0,0.0,500,1997
2588,ok,8,private,48,25,single,no,fixed,45,180.0,1500.0,0.0,1100,1200
2589,ok,30,other,48,50,married,no,fixed,45,220.0,0.0,0.0,600,900
2590,default,2,owner,48,41,married,no,fixed,60,142.0,4000.0,0.0,2000,2465
2591,ok,5,parents,24,32,married,no,fixed,35,91.0,0.0,0.0,450,530
2592,default,2,rent,60,62,married,yes,others,41,57.0,8000.0,0.0,1200,1500
2593,ok,1,owner,48,27,single,yes,fixed,45,62.0,5000.0,0.0,1500,1788
2594,default,10,owner,48,54,married,no,freelance,35,27.0,5000.0,0.0,1050,1054
2595,default,4,other,36,54,married,no,freelance,60,0.0,0.0,0.0,250,350
2596,ok,22,other,24,36,married,no,fixed,45,176.0,0.0,0.0,700,1428
2597,ok,7,owner,60,55,married,no,fixed,45,124.0,5000.0,0.0,800,982
2598,default,1,parents,60,19,single,no,fixed,45,128.0,9500.0,2800.0,1300,1540
2599,default,7,owner,60,31,married,no,fixed,60,92.0,3500.0,991.0,1050,1158
2600,ok,7,other,48,55,married,no,fixed,75,100.0,6000.0,0.0,1200,1700
2601,ok,21,owner,36,37,married,no,fixed,75,300.0,7000.0,3500.0,1100,1876
2602,ok,8,owner,24,51,married,no,fixed,45,167.0,8000.0,0.0,250,400
2603,ok,25,owner,60,51,married,no,fixed,60,222.0,7000.0,0.0,1300,1400
2604,default,1,parents,48,22,single,no,freelance,35,0.0,10000.0,0.0,650,722
2605,ok,0,rent,60,57,married,no,others,43,80.0,0.0,0.0,1200,1515
2606,default,5,rent,48,48,married,yes,freelance,65,50.0,0.0,0.0,1200,1487
2607,ok,13,parents,60,28,married,no,fixed,35,138.0,0.0,0.0,1080,1192
2608,ok,2,rent,36,54,married,no,fixed,54,187.0,0.0,0.0,1200,2050
2609,default,1,owner,60,53,married,no,freelance,35,140.0,8000.0,0.0,1600,2222
2610,ok,7,parents,60,25,single,no,fixed,35,58.0,28000.0,0.0,1100,1338
2611,ok,18,other,36,42,single,no,fixed,35,83.0,0.0,0.0,700,1380
2612,default,1,rent,36,40,separated,no,others,79,38.0,0.0,0.0,400,400
2613,ok,6,owner,48,35,married,no,freelance,60,0.0,3500.0,350.0,1300,1588
2614,default,2,owner,60,42,widow,no,others,45,35.0,6000.0,0.0,650,865
2615,ok,12,owner,48,31,married,no,fixed,60,84.0,5000.0,0.0,700,1702
2616,ok,7,parents,60,30,single,no,fixed,35,95.0,0.0,0.0,900,1158
2617,ok,18,owner,36,41,married,no,fixed,45,104.0,12000.0,800.0,900,1607
2618,ok,6,owner,36,58,married,no,fixed,60,390.0,45000.0,0.0,1000,2318
2619,ok,10,owner,60,50,married,no,fixed,75,209.0,13500.0,0.0,1450,1786
2620,ok,7,private,48,27,married,no,fixed,60,71.0,800.0,0.0,800,1505
2621,ok,1,parents,36,33,married,no,fixed,35,200.0,0.0,0.0,600,1580
2622,default,1,owner,60,47,separated,no,fixed,35,48.0,5000.0,0.0,1200,1445
2623,default,0,parents,60,38,separated,yes,freelance,45,,0.0,0.0,700,1738
2624,ok,7,owner,24,41,married,no,freelance,45,0.0,6000.0,0.0,1200,2676
2625,default,16,owner,36,30,married,no,fixed,45,82.0,4500.0,0.0,800,975
2626,ok,10,owner,36,49,married,no,freelance,45,126.0,5000.0,0.0,800,1150
2627,ok,11,owner,48,53,married,no,fixed,45,111.0,5000.0,0.0,1300,1763
2628,ok,20,owner,48,44,married,no,fixed,45,87.0,3000.0,0.0,800,1694
2629,ok,1,rent,6,34,married,no,freelance,99,535.0,0.0,0.0,500,1196
2630,ok,8,rent,36,51,married,yes,freelance,60,0.0,0.0,0.0,400,600
2631,default,1,owner,60,36,married,yes,freelance,45,0.0,4000.0,2000.0,1500,1743
2632,ok,13,other,48,40,married,yes,freelance,75,270.0,0.0,0.0,2300,2750
2633,default,8,parents,36,27,single,no,parttime,35,53.0,0.0,0.0,225,350
2634,default,1,owner,36,38,married,no,freelance,90,49.0,7000.0,300.0,1200,1619
2635,ok,13,other,60,40,married,no,fixed,60,140.0,0.0,0.0,700,1465
2636,ok,2,parents,60,24,single,no,fixed,35,67.0,0.0,0.0,316,1080
2637,ok,6,owner,48,37,married,no,freelance,45,189.0,15750.0,3000.0,2300,2936
2638,ok,0,rent,60,30,married,no,fixed,43,80.0,0.0,0.0,1000,1056
2639,ok,8,rent,48,44,married,no,fixed,62,170.0,0.0,0.0,1000,1387
2640,ok,8,private,36,31,married,no,fixed,60,110.0,2000.0,360.0,400,450
2641,ok,4,other,60,27,married,no,fixed,35,98.0,5000.0,0.0,1200,1609
2642,default,7,parents,24,31,married,no,freelance,35,67.0,0.0,0.0,200,2000
2643,ok,3,owner,12,28,married,no,fixed,35,120.0,8000.0,0.0,1000,2997
2644,ok,8,owner,36,38,married,no,fixed,45,150.0,23000.0,0.0,2800,4400
2645,ok,1,parents,36,25,single,no,fixed,35,62.0,0.0,0.0,750,1366
2646,ok,17,owner,48,51,married,no,freelance,35,100.0,16000.0,0.0,1100,1358
2647,ok,3,owner,60,36,married,no,fixed,45,160.0,6500.0,0.0,1500,2038
2648,ok,13,owner,48,37,married,no,fixed,60,205.0,5000.0,0.0,600,1243
2649,default,9,rent,60,37,single,no,fixed,47,115.0,0.0,0.0,1600,1800
2650,default,0,other,48,45,married,yes,fixed,45,0.0,0.0,0.0,1000,1135
2651,default,0,other,60,51,married,no,freelance,60,0.0,0.0,0.0,1300,1321
2652,default,15,owner,24,34,married,no,freelance,35,0.0,,,1300,2099
2653,ok,15,owner,12,39,married,no,freelance,60,110.0,4000.0,0.0,700,1100
2654,ok,1,owner,60,49,married,no,fixed,105,531.0,47000.0,0.0,1400,1601
2655,ok,5,private,60,24,single,no,fixed,35,145.0,4000.0,0.0,1000,1346
2656,ok,5,rent,48,36,married,yes,freelance,72,120.0,100000.0,0.0,775,950
2657,ok,0,owner,24,33,married,no,parttime,35,100.0,8000.0,0.0,500,2700
2658,ok,12,owner,60,39,married,no,fixed,45,167.0,6000.0,0.0,1435,1875
2659,ok,14,owner,12,41,married,no,freelance,60,245.0,7000.0,0.0,500,1253
2660,ok,23,owner,36,59,married,no,fixed,35,100.0,7000.0,0.0,850,1334
2661,ok,8,owner,48,46,married,no,freelance,75,190.0,7000.0,0.0,800,847
2662,ok,3,owner,60,32,married,no,fixed,35,125.0,9000.0,2300.0,1350,1550
2663,ok,15,owner,60,33,married,no,fixed,45,90.0,3000.0,0.0,1200,1323
2664,ok,4,owner,60,34,married,no,fixed,45,205.0,11000.0,3700.0,1300,2060
2665,default,3,other,24,28,single,no,fixed,35,51.0,0.0,0.0,800,1750
2666,ok,31,owner,48,56,married,no,fixed,35,144.0,3000.0,0.0,850,928
2667,default,5,rent,36,40,married,yes,freelance,35,0.0,0.0,0.0,1800,2800
2668,default,11,owner,60,45,married,yes,fixed,105,235.0,2000.0,670.0,1400,2079
2669,ok,8,owner,36,46,married,no,fixed,35,160.0,6000.0,600.0,600,1100
2670,ok,11,rent,60,54,married,no,fixed,54,90.0,0.0,0.0,1000,1303
2671,ok,21,other,60,43,single,no,fixed,35,115.0,0.0,0.0,1000,1338
2672,ok,1,owner,48,53,married,no,freelance,35,213.0,20000.0,0.0,1250,2040
2673,default,0,owner,60,43,married,yes,fixed,60,85.0,4000.0,0.0,1500,1813
2674,ok,4,private,36,51,married,no,others,45,192.0,4000.0,108.0,575,1075
2675,default,30,owner,60,61,married,yes,freelance,35,0.0,60000.0,0.0,950,1015
2676,ok,14,owner,60,34,single,no,fixed,35,90.0,5000.0,0.0,1000,1349
2677,ok,3,parents,36,26,married,no,freelance,35,61.0,18000.0,0.0,800,1000
2678,ok,3,parents,18,21,single,yes,fixed,35,75.0,0.0,0.0,500,1364
2679,ok,2,parents,60,41,married,yes,fixed,35,80.0,0.0,0.0,1000,1500
2680,ok,10,owner,60,28,married,no,freelance,45,0.0,4000.0,0.0,1200,1214
2681,default,3,rent,36,23,married,no,fixed,53,178.0,0.0,0.0,1600,2000
2682,default,0,rent,6,37,separated,yes,freelance,35,0.0,0.0,0.0,760,768
2683,ok,10,owner,60,27,married,no,freelance,35,180.0,8000.0,3530.0,1700,1847
2684,ok,26,owner,60,56,married,no,fixed,35,120.0,3500.0,0.0,1400,1477
2685,default,1,owner,60,40,married,no,freelance,35,349.0,6000.0,4000.0,1300,1511
2686,default,12,other,60,36,married,yes,fixed,60,99.0,0.0,0.0,750,790
2687,ok,15,rent,48,46,married,no,fixed,57,122.0,0.0,0.0,1350,1500
2688,ok,17,owner,6,42,married,no,fixed,90,111.0,10000.0,0.0,1000,2626
2689,default,5,ignore,48,46,married,no,freelance,75,91.0,6000.0,0.0,4500,6222
2690,ok,6,parents,60,23,single,no,fixed,35,109.0,0.0,0.0,1332,1332
2691,default,0,owner,36,54,married,no,others,60,35.0,20000.0,0.0,1000,1613
2692,ok,10,owner,48,38,married,no,fixed,60,371.0,10000.0,4350.0,1450,1670
2693,ok,10,other,42,26,single,no,fixed,35,67.0,0.0,0.0,800,1400
2694,ok,6,owner,60,33,married,no,freelance,60,0.0,11000.0,450.0,1350,2006
2695,default,1,private,48,40,married,no,freelance,45,0.0,4000.0,0.0,750,1720
2696,ok,2,rent,48,33,single,no,parttime,41,57.0,0.0,0.0,1230,1515
2697,ok,11,owner,30,27,married,no,fixed,45,70.0,3500.0,0.0,1200,1531
2698,default,1,owner,48,25,married,no,parttime,35,63.0,3500.0,0.0,890,890
2699,ok,16,owner,60,32,married,yes,fixed,35,204.0,7000.0,0.0,1200,1503
2700,ok,20,owner,24,51,married,no,fixed,45,185.0,10000.0,0.0,600,750
2701,default,5,owner,48,40,married,yes,fixed,75,115.0,20000.0,100.0,1200,1800
2702,ok,3,owner,36,37,married,no,freelance,35,141.0,5000.0,400.0,1000,1912
2703,ok,13,private,48,36,married,no,fixed,75,81.0,4750.0,0.0,1200,1385
2704,ok,6,rent,60,25,married,no,fixed,55,100.0,0.0,0.0,1000,11140
2705,ok,11,parents,48,28,single,yes,fixed,35,96.0,0.0,0.0,1100,1370
2706,ok,3,owner,60,34,married,no,freelance,45,0.0,3000.0,0.0,1350,1423
2707,default,2,owner,60,20,single,no,fixed,35,150.0,32000.0,2000.0,1500,1599
2708,ok,13,rent,60,34,married,no,fixed,65,199.0,0.0,0.0,1550,2100
2709,ok,7,parents,24,45,single,no,fixed,35,96.0,0.0,0.0,300,600
2710,ok,3,rent,24,28,married,no,fixed,80,198.0,0.0,0.0,100,560
2711,ok,3,owner,60,27,married,no,freelance,45,21.0,4000.0,0.0,1050,1064
2712,ok,25,owner,60,63,married,no,freelance,60,70.0,10000.0,0.0,700,925
2713,default,6,parents,60,23,single,no,fixed,35,50.0,0.0,0.0,1200,1830
2714,ok,3,owner,60,26,married,no,freelance,35,121.0,8000.0,3055.0,1400,1581
2715,default,2,rent,60,41,separated,no,fixed,41,58.0,0.0,0.0,1000,1189
2716,default,1,parents,48,27,single,no,fixed,35,93.0,6000.0,0.0,550,818
2717,ok,32,owner,36,53,married,no,fixed,35,100.0,4000.0,0.0,475,550
2718,ok,15,parents,36,37,married,no,fixed,75,130.0,0.0,0.0,800,1479
2719,ok,4,owner,48,50,married,no,freelance,75,0.0,,0.0,900,1073
2720,default,2,other,36,30,single,no,fixed,35,55.0,0.0,0.0,950,1316
2721,ok,0,owner,48,45,married,no,parttime,35,110.0,3000.0,0.0,1200,1642
2722,default,10,rent,24,36,married,no,freelance,60,0.0,0.0,0.0,240,240
2723,ok,10,owner,60,39,married,no,freelance,45,95.0,3000.0,0.0,1000,1058
2724,ok,5,rent,60,44,married,yes,freelance,75,0.0,5000.0,0.0,1800,1888
2725,ok,6,owner,36,47,married,no,freelance,60,35.0,10000.0,0.0,1200,1974
2726,ok,20,rent,48,55,married,no,freelance,51,156.0,0.0,0.0,1000,1643
2727,default,16,parents,60,35,separated,no,fixed,35,105.0,0.0,0.0,800,1084
2728,default,2,rent,36,32,married,no,fixed,51,58.0,0.0,0.0,500,615
2729,ok,9,owner,24,40,married,no,freelance,60,0.0,5000.0,0.0,500,1490
2730,default,1,other,48,23,single,no,parttime,35,147.0,0.0,0.0,1000,1843
2731,default,2,owner,60,38,married,yes,fixed,75,77.0,13000.0,5000.0,1805,1805
2732,ok,6,owner,60,47,married,no,fixed,60,66.0,5000.0,0.0,600,1625
